Date,Open,High,Low,Close,Adj Close,Volume
1980-02-12,16.080000,16.080000,16.080000,16.080000,5.226727,0
1980-02-13,16.160000,16.160000,16.160000,16.160000,5.252726,0
1980-02-14,15.930000,15.930000,15.930000,15.930000,5.177969,0
1980-02-15,15.760000,15.760000,15.760000,15.760000,5.122713,0
1980-02-19,15.650000,15.650000,15.650000,15.650000,5.086956,0
1980-02-20,15.910000,15.910000,15.910000,15.910000,5.171467,0
1980-02-21,15.750000,15.750000,15.750000,15.750000,5.119461,0
1980-02-22,15.710000,15.710000,15.710000,15.710000,5.106459,0
1980-02-25,15.510000,15.510000,15.510000,15.510000,5.041451,0
1980-02-26,15.600000,15.600000,15.600000,15.600000,5.070704,0
1980-02-27,15.390000,15.390000,15.390000,15.390000,5.002445,0
1980-02-28,15.380000,15.380000,15.380000,15.380000,4.999196,0
1980-02-29,15.570000,15.570000,15.570000,15.570000,5.060953,0
1980-03-03,15.410000,15.410000,15.410000,15.410000,5.008946,0
1980-03-04,15.460000,15.460000,15.460000,15.460000,5.025200,0
1980-03-05,15.240000,15.240000,15.240000,15.240000,4.953687,0
1980-03-06,14.900000,14.900000,14.900000,14.900000,4.843172,0
1980-03-07,14.670000,14.670000,14.670000,14.670000,4.768411,0
1980-03-10,14.630000,14.630000,14.630000,14.630000,4.755410,0
1980-03-11,14.800000,14.800000,14.800000,14.800000,4.810671,0
1980-03-12,14.680000,14.680000,14.680000,14.680000,4.771662,0
1980-03-13,14.510000,14.510000,14.510000,14.510000,4.716404,0
1980-03-14,14.480000,14.480000,14.480000,14.480000,4.706650,0
1980-03-17,14.050000,14.050000,14.050000,14.050000,4.566885,0
1980-03-18,14.300000,14.300000,14.300000,14.300000,4.648145,0
1980-03-19,14.330000,14.330000,14.330000,14.330000,4.657897,0
1980-03-20,14.160000,14.160000,14.160000,14.160000,4.602639,0
1980-03-21,14.060000,14.060000,14.060000,14.060000,4.570134,0
1980-03-24,13.650000,13.650000,13.650000,13.650000,4.436864,0
1980-03-25,13.640000,13.640000,13.640000,13.640000,4.433616,0
1980-03-26,13.570000,13.570000,13.570000,13.570000,4.410861,0
1980-03-27,13.690000,13.690000,13.690000,13.690000,4.502962,0
1980-03-28,13.690000,13.690000,13.690000,13.690000,4.502962,0
1980-03-31,13.880000,13.880000,13.880000,13.880000,4.565456,0
1980-04-01,13.890000,13.890000,13.890000,13.890000,4.568742,0
1980-04-02,13.960000,13.960000,13.960000,13.960000,4.591768,0
1980-04-03,13.890000,13.890000,13.890000,13.890000,4.568742,0
1980-04-07,13.620000,13.620000,13.620000,13.620000,4.479932,0
1980-04-08,13.760000,13.760000,13.760000,13.760000,4.525986,0
1980-04-09,14.020000,14.020000,14.020000,14.020000,4.611509,0
1980-04-10,14.150000,14.150000,14.150000,14.150000,4.654267,0
1980-04-11,14.110000,14.110000,14.110000,14.110000,4.641109,0
1980-04-14,13.990000,13.990000,13.990000,13.990000,4.601638,0
1980-04-15,13.970000,13.970000,13.970000,13.970000,4.595063,0
1980-04-16,13.820000,13.820000,13.820000,13.820000,4.545722,0
1980-04-17,13.750000,13.750000,13.750000,13.750000,4.522697,0
1980-04-18,13.680000,13.680000,13.680000,13.680000,4.499673,0
1980-04-21,13.590000,13.590000,13.590000,13.590000,4.470066,0
1980-04-22,14.070000,14.070000,14.070000,14.070000,4.627954,0
1980-04-23,14.120000,14.120000,14.120000,14.120000,4.644396,0
1980-04-24,14.200000,14.200000,14.200000,14.200000,4.670712,0
1980-04-25,14.310000,14.310000,14.310000,14.310000,4.706893,0
1980-04-28,14.380000,14.380000,14.380000,14.380000,4.729917,0
1980-04-29,14.420000,14.420000,14.420000,14.420000,4.743073,0
1980-04-30,14.480000,14.480000,14.480000,14.480000,4.762811,0
1980-05-01,14.370000,14.370000,14.370000,14.370000,4.726631,0
1980-05-02,14.390000,14.390000,14.390000,14.390000,4.733206,0
1980-05-05,14.520000,14.520000,14.520000,14.520000,4.775969,0
1980-05-06,14.500000,14.500000,14.500000,14.500000,4.769388,0
1980-05-07,14.640000,14.640000,14.640000,14.640000,4.815438,0
1980-05-08,14.510000,14.510000,14.510000,14.510000,4.772677,0
1980-05-09,14.330000,14.330000,14.330000,14.330000,4.713473,0
1980-05-12,14.340000,14.340000,14.340000,14.340000,4.716759,0
1980-05-13,14.550000,14.550000,14.550000,14.550000,4.785837,0
1980-05-14,14.620000,14.620000,14.620000,14.620000,4.808858,0
1980-05-15,14.640000,14.640000,14.640000,14.640000,4.815438,0
1980-05-16,14.690000,14.690000,14.690000,14.690000,4.831882,0
1980-05-19,14.740000,14.740000,14.740000,14.740000,4.848328,0
1980-05-20,14.740000,14.740000,14.740000,14.740000,4.848328,0
1980-05-21,14.760000,14.760000,14.760000,14.760000,4.854908,0
1980-05-22,14.940000,14.940000,14.940000,14.940000,4.914114,0
1980-05-23,15.180000,15.180000,15.180000,15.180000,4.993056,0
1980-05-27,15.300000,15.300000,15.300000,15.300000,5.032528,0
1980-05-28,15.390000,15.390000,15.390000,15.390000,5.062127,0
1980-05-29,15.150000,15.150000,15.150000,15.150000,4.983188,0
1980-05-30,15.280000,15.280000,15.280000,15.280000,5.025950,0
1980-06-02,15.220000,15.220000,15.220000,15.220000,5.006214,0
1980-06-03,15.220000,15.220000,15.220000,15.220000,5.006214,0
1980-06-04,15.470000,15.470000,15.470000,15.470000,5.088442,0
1980-06-05,15.500000,15.500000,15.500000,15.500000,5.098311,0
1980-06-06,15.550000,15.550000,15.550000,15.550000,5.114756,0
1980-06-09,15.630000,15.630000,15.630000,15.630000,5.141073,0
1980-06-10,15.760000,15.760000,15.760000,15.760000,5.183828,0
1980-06-11,15.950000,15.950000,15.950000,15.950000,5.246326,0
1980-06-12,15.880000,15.880000,15.880000,15.880000,5.223304,0
1980-06-13,15.920000,15.920000,15.920000,15.920000,5.236459,0
1980-06-16,15.960000,15.960000,15.960000,15.960000,5.249618,0
1980-06-17,15.950000,15.950000,15.950000,15.950000,5.246326,0
1980-06-18,15.980000,15.980000,15.980000,15.980000,5.256194,0
1980-06-19,15.770000,15.770000,15.770000,15.770000,5.187119,0
1980-06-20,15.680000,15.680000,15.680000,15.680000,5.157520,0
1980-06-23,15.750000,15.750000,15.750000,15.750000,5.180543,0
1980-06-24,15.840000,15.840000,15.840000,15.840000,5.210146,0
1980-06-25,16.049999,16.049999,16.049999,16.049999,5.279223,0
1980-06-26,15.980000,15.980000,15.980000,15.980000,5.256194,0
1980-06-27,15.790000,15.790000,15.790000,15.790000,5.246225,0
1980-06-30,15.550000,15.550000,15.550000,15.550000,5.166489,0
1980-07-01,15.650000,15.650000,15.650000,15.650000,5.199712,0
1980-07-02,15.750000,15.750000,15.750000,15.750000,5.232938,0
1980-07-03,15.990000,15.990000,15.990000,15.990000,5.312678,0
1980-07-07,16.100000,16.100000,16.100000,16.100000,5.349223,0
1980-07-08,16.040001,16.040001,16.040001,16.040001,5.329291,0
1980-07-09,16.059999,16.059999,16.059999,16.059999,5.335938,0
1980-07-10,15.910000,15.910000,15.910000,15.910000,5.286096,0
1980-07-11,16.040001,16.040001,16.040001,16.040001,5.329291,0
1980-07-14,16.340000,16.340000,16.340000,16.340000,5.428967,0
1980-07-15,16.340000,16.340000,16.340000,16.340000,5.428967,0
1980-07-16,16.290001,16.290001,16.290001,16.290001,5.412355,0
1980-07-17,16.530001,16.530001,16.530001,16.530001,5.492096,0
1980-07-18,16.610001,16.610001,16.610001,16.610001,5.518674,0
1980-07-21,16.680000,16.680000,16.680000,16.680000,5.541930,0
1980-07-22,16.629999,16.629999,16.629999,16.629999,5.525316,0
1980-07-23,16.590000,16.590000,16.590000,16.590000,5.512024,0
1980-07-24,16.570000,16.570000,16.570000,16.570000,5.505385,0
1980-07-25,16.430000,16.430000,16.430000,16.430000,5.458871,0
1980-07-28,16.530001,16.530001,16.530001,16.530001,5.492096,0
1980-07-29,16.670000,16.670000,16.670000,16.670000,5.538608,0
1980-07-30,16.650000,16.650000,16.650000,16.650000,5.531963,0
1980-07-31,16.580000,16.580000,16.580000,16.580000,5.508702,0
1980-08-01,16.510000,16.510000,16.510000,16.510000,5.485444,0
1980-08-04,16.500000,16.500000,16.500000,16.500000,5.482125,0
1980-08-05,16.469999,16.469999,16.469999,16.469999,5.472157,0
1980-08-06,16.580000,16.580000,16.580000,16.580000,5.508702,0
1980-08-07,16.840000,16.840000,16.840000,16.840000,5.595088,0
1980-08-08,16.889999,16.889999,16.889999,16.889999,5.611701,0
1980-08-11,17.059999,17.059999,17.059999,17.059999,5.668186,0
1980-08-12,16.930000,16.930000,16.930000,16.930000,5.624996,0
1980-08-13,16.860001,16.860001,16.860001,16.860001,5.601735,0
1980-08-14,17.129999,17.129999,17.129999,17.129999,5.691442,0
1980-08-15,17.190001,17.190001,17.190001,17.190001,5.711378,0
1980-08-18,16.879999,16.879999,16.879999,16.879999,5.608377,0
1980-08-19,16.780001,16.780001,16.780001,16.780001,5.575155,0
1980-08-20,16.940001,16.940001,16.940001,16.940001,5.628315,0
1980-08-21,17.170000,17.170000,17.170000,17.170000,5.704732,0
1980-08-22,17.250000,17.250000,17.250000,17.250000,5.731315,0
1980-08-25,17.250000,17.250000,17.250000,17.250000,5.731315,0
1980-08-26,17.120001,17.120001,17.120001,17.120001,5.688120,0
1980-08-27,16.940001,16.940001,16.940001,16.940001,5.628315,0
1980-08-28,16.940001,16.940001,16.940001,16.940001,5.628315,0
1980-08-29,16.790001,16.790001,16.790001,16.790001,5.578478,0
1980-09-02,16.969999,16.969999,16.969999,16.969999,5.638281,0
1980-09-03,17.299999,17.299999,17.299999,17.299999,5.747923,0
1980-09-04,17.209999,17.209999,17.209999,17.209999,5.718023,0
1980-09-05,17.129999,17.129999,17.129999,17.129999,5.691442,0
1980-09-08,16.920000,16.920000,16.920000,16.920000,5.621669,0
1980-09-09,17.030001,17.030001,17.030001,17.030001,5.658218,0
1980-09-10,17.129999,17.129999,17.129999,17.129999,5.691442,0
1980-09-11,17.250000,17.250000,17.250000,17.250000,5.731315,0
1980-09-12,17.230000,17.230000,17.230000,17.230000,5.724667,0
1980-09-15,17.250000,17.250000,17.250000,17.250000,5.731315,0
1980-09-16,17.410000,17.410000,17.410000,17.410000,5.784469,0
1980-09-17,17.700001,17.700001,17.700001,17.700001,5.880826,0
1980-09-18,17.639999,17.639999,17.639999,17.639999,5.860886,0
1980-09-19,17.750000,17.750000,17.750000,17.750000,5.897439,0
1980-09-22,17.910000,17.910000,17.910000,17.910000,5.950600,0
1980-09-23,17.780001,17.780001,17.780001,17.780001,5.907404,0
1980-09-24,17.910000,17.910000,17.910000,17.910000,5.950600,0
1980-09-25,17.690001,17.690001,17.690001,17.690001,5.877506,0
1980-09-26,17.360001,17.360001,17.360001,17.360001,5.767859,0
1980-09-29,16.980000,16.980000,16.980000,16.980000,5.641604,0
1980-09-30,17.080000,17.080000,17.080000,17.080000,5.728807,0
1980-10-01,17.320000,17.320000,17.320000,17.320000,5.809311,0
1980-10-02,17.450001,17.450001,17.450001,17.450001,5.852912,0
1980-10-03,17.620001,17.620001,17.620001,17.620001,5.909933,0
1980-10-06,17.959999,17.959999,17.959999,17.959999,6.023973,0
1980-10-07,17.860001,17.860001,17.860001,17.860001,5.990431,0
1980-10-08,17.950001,17.950001,17.950001,17.950001,6.020620,0
1980-10-09,17.860001,17.860001,17.860001,17.860001,5.990431,0
1980-10-10,17.770000,17.770000,17.770000,17.770000,5.960246,0
1980-10-13,18.010000,18.010000,18.010000,18.010000,6.040747,0
1980-10-14,18.010000,18.010000,18.010000,18.010000,6.040747,0
1980-10-15,18.240000,18.240000,18.240000,18.240000,6.117887,0
1980-10-16,18.030001,18.030001,18.030001,18.030001,6.047450,0
1980-10-17,17.940001,17.940001,17.940001,17.940001,6.017265,0
1980-10-20,18.090000,18.090000,18.090000,18.090000,6.067578,0
1980-10-21,17.990000,17.990000,17.990000,17.990000,6.034037,0
1980-10-22,18.000000,18.000000,18.000000,18.000000,6.037388,0
1980-10-23,17.670000,17.670000,17.670000,17.670000,5.926704,0
1980-10-24,17.709999,17.709999,17.709999,17.709999,5.940119,0
1980-10-27,17.450001,17.450001,17.450001,17.450001,5.852912,0
1980-10-28,17.480000,17.480000,17.480000,17.480000,5.862976,0
1980-10-29,17.459999,17.459999,17.459999,17.459999,5.856265,0
1980-10-30,17.240000,17.240000,17.240000,17.240000,5.782478,0
1980-10-31,17.420000,17.420000,17.420000,17.420000,5.842854,0
1980-11-03,17.650000,17.650000,17.650000,17.650000,5.919995,0
1980-11-05,17.990000,17.990000,17.990000,17.990000,6.034037,0
1980-11-06,17.670000,17.670000,17.670000,17.670000,5.926704,0
1980-11-07,17.709999,17.709999,17.709999,17.709999,5.940119,0
1980-11-10,17.760000,17.760000,17.760000,17.760000,5.956891,0
1980-11-11,18.000000,18.000000,18.000000,18.000000,6.037388,0
1980-11-12,18.459999,18.459999,18.459999,18.459999,6.191679,0
1980-11-13,18.719999,18.719999,18.719999,18.719999,6.278887,0
1980-11-14,18.809999,18.809999,18.809999,18.809999,6.309072,0
1980-11-17,18.900000,18.900000,18.900000,18.900000,6.339258,0
1980-11-18,19.170000,19.170000,19.170000,19.170000,6.429825,0
1980-11-19,19.090000,19.090000,19.090000,19.090000,6.402987,0
1980-11-20,19.290001,19.290001,19.290001,19.290001,6.470069,0
1980-11-21,19.120001,19.120001,19.120001,19.120001,6.413050,0
1980-11-24,19.020000,19.020000,19.020000,19.020000,6.379510,0
1980-11-25,19.160000,19.160000,19.160000,19.160000,6.426465,0
1980-11-26,19.280001,19.280001,19.280001,19.280001,6.466717,0
1980-11-28,19.330000,19.330000,19.330000,19.330000,6.483484,0
1980-12-01,18.889999,18.889999,18.889999,18.889999,6.335908,0
1980-12-02,18.860001,18.860001,18.860001,18.860001,6.325842,0
1980-12-03,18.830000,18.830000,18.830000,18.830000,6.315780,0
1980-12-04,18.799999,18.799999,18.799999,18.799999,6.305715,0
1980-12-05,18.459999,18.459999,18.459999,18.459999,6.191679,0
1980-12-08,18.000000,18.000000,18.000000,18.000000,6.037388,0
1980-12-09,17.990000,17.990000,17.990000,17.990000,6.034037,0
1980-12-10,17.680000,17.680000,17.680000,17.680000,5.930054,0
1980-12-11,17.559999,17.559999,17.559999,17.559999,5.889812,0
1980-12-12,17.820000,17.820000,17.820000,17.820000,5.977018,0
1980-12-15,17.850000,17.850000,17.850000,17.850000,5.987073,0
1980-12-16,18.020000,18.020000,18.020000,18.020000,6.044094,0
1980-12-17,18.330000,18.330000,18.330000,18.330000,6.148075,0
1980-12-18,18.340000,18.340000,18.340000,18.340000,6.151431,0
1980-12-19,18.440001,18.440001,18.440001,18.440001,6.184968,0
1980-12-22,18.719999,18.719999,18.719999,18.719999,6.278887,0
1980-12-23,18.719999,18.719999,18.719999,18.719999,6.278887,0
1980-12-24,18.740000,18.740000,18.740000,18.740000,6.285597,0
1980-12-26,18.840000,18.840000,18.840000,18.840000,6.319136,0
1980-12-29,18.629999,18.629999,18.629999,18.629999,6.248698,0
1980-12-30,17.790001,17.790001,17.790001,17.790001,6.081203,0
1980-12-31,17.840000,17.840000,17.840000,17.840000,6.098289,0
1981-01-02,17.900000,17.900000,17.900000,17.900000,6.118801,0
1981-01-05,18.139999,18.139999,18.139999,18.139999,6.200838,0
1981-01-06,18.160000,18.160000,18.160000,18.160000,6.207681,0
1981-01-07,17.760000,17.760000,17.760000,17.760000,6.070945,0
1981-01-08,17.490000,17.490000,17.490000,17.490000,5.978652,0
1981-01-09,17.549999,17.549999,17.549999,17.549999,5.999162,0
1981-01-12,17.549999,17.549999,17.549999,17.549999,5.999162,0
1981-01-13,17.520000,17.520000,17.520000,17.520000,5.988905,0
1981-01-14,17.549999,17.549999,17.549999,17.549999,5.999162,0
1981-01-15,17.650000,17.650000,17.650000,17.650000,6.033342,0
1981-01-16,17.719999,17.719999,17.719999,17.719999,6.057273,0
1981-01-19,17.670000,17.670000,17.670000,17.670000,6.040180,0
1981-01-20,17.309999,17.309999,17.309999,17.309999,5.917120,0
1981-01-21,17.280001,17.280001,17.280001,17.280001,5.906866,0
1981-01-22,17.129999,17.129999,17.129999,17.129999,5.855590,0
1981-01-23,17.129999,17.129999,17.129999,17.129999,5.855590,0
1981-01-26,17.080000,17.080000,17.080000,17.080000,5.838495,0
1981-01-27,17.260000,17.260000,17.260000,17.260000,5.900030,0
1981-01-28,17.160000,17.160000,17.160000,17.160000,5.865846,0
1981-01-29,17.139999,17.139999,17.139999,17.139999,5.859009,0
1981-01-30,17.049999,17.049999,17.049999,17.049999,5.828243,0
1981-02-02,16.730000,16.730000,16.730000,16.730000,5.718859,0
1981-02-03,16.950001,16.950001,16.950001,16.950001,5.794062,0
1981-02-04,16.969999,16.969999,16.969999,16.969999,5.800898,0
1981-02-05,17.120001,17.120001,17.120001,17.120001,5.852173,0
1981-02-06,17.260000,17.260000,17.260000,17.260000,5.900030,0
1981-02-09,17.090000,17.090000,17.090000,17.090000,5.841918,0
1981-02-10,17.090000,17.090000,17.090000,17.090000,5.841918,0
1981-02-11,16.959999,16.959999,16.959999,16.959999,5.797481,0
1981-02-12,16.860001,16.860001,16.860001,16.860001,5.763295,0
1981-02-13,16.809999,16.809999,16.809999,16.809999,5.746206,0
1981-02-17,16.920000,16.920000,16.920000,16.920000,5.783803,0
1981-02-18,17.010000,17.010000,17.010000,17.010000,5.814570,0
1981-02-19,16.770000,16.770000,16.770000,16.770000,5.732532,0
1981-02-20,16.760000,16.760000,16.760000,16.760000,5.729114,0
1981-02-23,16.889999,16.889999,16.889999,16.889999,5.773552,0
1981-02-24,16.900000,16.900000,16.900000,16.900000,5.776968,0
1981-02-25,17.049999,17.049999,17.049999,17.049999,5.828243,0
1981-02-26,17.260000,17.260000,17.260000,17.260000,5.900030,0
1981-02-27,17.410000,17.410000,17.410000,17.410000,5.951304,0
1981-03-02,17.510000,17.510000,17.510000,17.510000,5.985488,0
1981-03-03,17.330000,17.330000,17.330000,17.330000,5.923955,0
1981-03-04,17.370001,17.370001,17.370001,17.370001,5.937631,0
1981-03-05,17.250000,17.250000,17.250000,17.250000,5.896612,0
1981-03-06,17.240000,17.240000,17.240000,17.240000,5.893193,0
1981-03-09,17.410000,17.410000,17.410000,17.410000,5.951304,0
1981-03-10,17.330000,17.330000,17.330000,17.330000,5.923955,0
1981-03-11,17.260000,17.260000,17.260000,17.260000,5.900030,0
1981-03-12,17.690001,17.690001,17.690001,17.690001,6.047015,0
1981-03-13,17.670000,17.670000,17.670000,17.670000,6.040180,0
1981-03-16,17.879999,17.879999,17.879999,17.879999,6.111967,0
1981-03-17,17.780001,17.780001,17.780001,17.780001,6.077783,0
1981-03-18,17.820000,17.820000,17.820000,17.820000,6.091458,0
1981-03-19,17.719999,17.719999,17.719999,17.719999,6.057273,0
1981-03-20,17.799999,17.799999,17.799999,17.799999,6.084618,0
1981-03-23,18.010000,18.010000,18.010000,18.010000,6.156408,0
1981-03-24,17.879999,17.879999,17.879999,17.879999,6.111967,0
1981-03-25,18.200001,18.200001,18.200001,18.200001,6.221350,0
1981-03-26,18.090000,18.090000,18.090000,18.090000,6.183751,0
1981-03-27,17.700001,17.700001,17.700001,17.700001,6.111243,0
1981-03-30,17.650000,17.650000,17.650000,17.650000,6.093979,0
1981-03-31,17.879999,17.879999,17.879999,17.879999,6.173393,0
1981-04-01,17.950001,17.950001,17.950001,17.950001,6.197560,0
1981-04-02,17.920000,17.920000,17.920000,17.920000,6.187202,0
1981-04-03,17.809999,17.809999,17.809999,17.809999,6.149221,0
1981-04-06,17.610001,17.610001,17.610001,17.610001,6.080169,0
1981-04-07,17.600000,17.600000,17.600000,17.600000,6.076715,0
1981-04-08,17.600000,17.600000,17.600000,17.600000,6.076715,0
1981-04-09,17.709999,17.709999,17.709999,17.709999,6.114693,0
1981-04-10,17.690001,17.690001,17.690001,17.690001,6.107789,0
1981-04-13,17.510000,17.510000,17.510000,17.510000,6.045644,0
1981-04-14,17.450001,17.450001,17.450001,17.450001,6.024926,0
1981-04-15,17.650000,17.650000,17.650000,17.650000,6.093979,0
1981-04-16,17.709999,17.709999,17.709999,17.709999,6.114693,0
1981-04-20,17.180000,17.180000,17.180000,17.180000,5.931704,0
1981-04-21,17.650000,17.650000,17.650000,17.650000,6.093979,0
1981-04-22,17.639999,17.639999,17.639999,17.639999,6.090525,0
1981-04-23,17.620001,17.620001,17.620001,17.620001,6.083622,0
1981-04-24,17.760000,17.760000,17.760000,17.760000,6.131959,0
1981-04-27,17.830000,17.830000,17.830000,17.830000,6.156127,0
1981-04-28,17.680000,17.680000,17.680000,17.680000,6.104333,0
1981-04-29,17.520000,17.520000,17.520000,17.520000,6.049095,0
1981-04-30,17.490000,17.490000,17.490000,17.490000,6.038739,0
1981-05-01,17.480000,17.480000,17.480000,17.480000,6.035284,0
1981-05-04,17.230000,17.230000,17.230000,17.230000,5.948967,0
1981-05-05,17.190001,17.190001,17.190001,17.190001,5.935156,0
1981-05-06,17.260000,17.260000,17.260000,17.260000,5.959326,0
1981-05-07,17.389999,17.389999,17.389999,17.389999,6.004211,0
1981-05-08,17.389999,17.389999,17.389999,17.389999,6.004211,0
1981-05-11,17.150000,17.150000,17.150000,17.150000,5.921342,0
1981-05-12,17.290001,17.290001,17.290001,17.290001,5.969679,0
1981-05-13,17.270000,17.270000,17.270000,17.270000,5.962777,0
1981-05-14,17.360001,17.360001,17.360001,17.360001,5.993853,0
1981-05-15,17.480000,17.480000,17.480000,17.480000,6.035284,0
1981-05-18,17.540001,17.540001,17.540001,17.540001,6.056001,0
1981-05-19,17.480000,17.480000,17.480000,17.480000,6.035284,0
1981-05-20,17.469999,17.469999,17.469999,17.469999,6.031829,0
1981-05-21,17.440001,17.440001,17.440001,17.440001,6.021475,0
1981-05-22,17.410000,17.410000,17.410000,17.410000,6.011117,0
1981-05-26,17.610001,17.610001,17.610001,17.610001,6.080169,0
1981-05-27,17.750000,17.750000,17.750000,17.750000,6.128507,0
1981-05-28,17.709999,17.709999,17.709999,17.709999,6.114693,0
1981-05-29,17.600000,17.600000,17.600000,17.600000,6.076715,0
1981-06-01,17.580000,17.580000,17.580000,17.580000,6.069814,0
1981-06-02,17.350000,17.350000,17.350000,17.350000,5.990402,0
1981-06-03,17.360001,17.360001,17.360001,17.360001,5.993853,0
1981-06-04,17.400000,17.400000,17.400000,17.400000,6.007662,0
1981-06-05,17.559999,17.559999,17.559999,17.559999,6.062908,0
1981-06-08,17.570000,17.570000,17.570000,17.570000,6.066359,0
1981-06-09,17.549999,17.549999,17.549999,17.549999,6.059454,0
1981-06-10,17.590000,17.590000,17.590000,17.590000,6.073265,0
1981-06-11,17.780001,17.780001,17.780001,17.780001,6.138865,0
1981-06-12,17.750000,17.750000,17.750000,17.750000,6.128507,0
1981-06-15,17.770000,17.770000,17.770000,17.770000,6.135415,0
1981-06-16,17.580000,17.580000,17.580000,17.580000,6.069814,0
1981-06-17,17.730000,17.730000,17.730000,17.730000,6.121602,0
1981-06-18,17.510000,17.510000,17.510000,17.510000,6.045644,0
1981-06-19,17.590000,17.590000,17.590000,17.590000,6.073265,0
1981-06-22,17.549999,17.549999,17.549999,17.549999,6.059454,0
1981-06-23,17.730000,17.730000,17.730000,17.730000,6.121602,0
1981-06-24,17.639999,17.639999,17.639999,17.639999,6.090525,0
1981-06-25,17.670000,17.670000,17.670000,17.670000,6.100885,0
1981-06-26,17.620001,17.620001,17.620001,17.620001,6.083622,0
1981-06-29,17.540001,17.540001,17.540001,17.540001,6.056001,0
1981-06-30,17.270000,17.270000,17.270000,17.270000,6.024603,0
1981-07-01,17.090000,17.090000,17.090000,17.090000,5.961811,0
1981-07-02,16.940001,16.940001,16.940001,16.940001,5.909487,0
1981-07-06,16.770000,16.770000,16.770000,16.770000,5.850180,0
1981-07-07,16.889999,16.889999,16.889999,16.889999,5.892044,0
1981-07-08,16.900000,16.900000,16.900000,16.900000,5.895529,0
1981-07-09,17.040001,17.040001,17.040001,17.040001,5.944373,0
1981-07-10,17.040001,17.040001,17.040001,17.040001,5.944373,0
1981-07-13,17.080000,17.080000,17.080000,17.080000,5.958320,0
1981-07-14,17.080000,17.080000,17.080000,17.080000,5.958320,0
1981-07-15,17.160000,17.160000,17.160000,17.160000,5.986232,0
1981-07-16,17.170000,17.170000,17.170000,17.170000,5.989722,0
1981-07-17,17.230000,17.230000,17.230000,17.230000,6.010646,0
1981-07-20,16.959999,16.959999,16.959999,16.959999,5.916463,0
1981-07-21,16.910000,16.910000,16.910000,16.910000,5.899017,0
1981-07-22,16.750000,16.750000,16.750000,16.750000,5.843203,0
1981-07-23,16.790001,16.790001,16.790001,16.790001,5.857157,0
1981-07-24,16.940001,16.940001,16.940001,16.940001,5.909487,0
1981-07-27,17.129999,17.129999,17.129999,17.129999,5.975764,0
1981-07-28,17.030001,17.030001,17.030001,17.030001,5.940878,0
1981-07-29,17.040001,17.040001,17.040001,17.040001,5.944373,0
1981-07-30,17.150000,17.150000,17.150000,17.150000,5.982742,0
1981-07-31,17.270000,17.270000,17.270000,17.270000,6.024603,0
1981-08-03,17.240000,17.240000,17.240000,17.240000,6.014141,0
1981-08-04,17.340000,17.340000,17.340000,17.340000,6.049024,0
1981-08-05,17.540001,17.540001,17.540001,17.540001,6.118793,0
1981-08-06,17.549999,17.549999,17.549999,17.549999,6.122282,0
1981-08-07,17.450001,17.450001,17.450001,17.450001,6.087394,0
1981-08-10,17.450001,17.450001,17.450001,17.450001,6.087394,0
1981-08-11,17.740000,17.740000,17.740000,17.740000,6.188564,0
1981-08-12,17.680000,17.680000,17.680000,17.680000,6.167627,0
1981-08-13,17.700001,17.700001,17.700001,17.700001,6.174609,0
1981-08-14,17.580000,17.580000,17.580000,17.580000,6.132747,0
